"Subject" "Activity" "Signals" "Mean"
"15" "walking_downstairs" "fBodyAcc-std()-Z" -0.711431340356707
"15" "walking_downstairs" "fBodyAccJerk-std()-X" -0.637655155092835
"15" "walking_downstairs" "fBodyAccJerk-std()-Y" -0.605854882622652
"15" "walking_downstairs" "fBodyAccJerk-std()-Z" -0.845111060762195
"15" "walking_downstairs" "fBodyGyro-std()-X" -0.709336168176829
"15" "walking_downstairs" "fBodyGyro-std()-Y" -0.684504735744512
"15" "walking_downstairs" "fBodyGyro-std()-Z" -0.751696527195122
"15" "walking_downstairs" "fBodyAccMag-std()" -0.623655618198171
"15" "walking_downstairs" "fBodyBodyAccJerkMag-std()" -0.643101167069512
"15" "walking_downstairs" "fBodyBodyGyroMag-std()" -0.695346839682927
"15" "walking_downstairs" "fBodyBodyGyroJerkMag-std()" -0.849634463841463
"15" "walking_downstairs" "tBodyAcc-mean()-X" 0.27821340725
"15" "walking_downstairs" "tBodyAcc-mean()-Y" -0.016464484771311
"15" "walking_downstairs" "tBodyAcc-mean()-Z" -0.112563587594512
"15" "walking_downstairs" "tGravityAcc-mean()-X" 0.688872511512195
"15" "walking_downstairs" "tGravityAcc-mean()-Y" 0.102660491875
"15" "walking_downstairs" "tGravityAcc-mean()-Z" 0.0372897701757012
"15" "walking_downstairs" "tBodyAccJerk-mean()-X" 0.0776897411304878
"15" "walking_downstairs" "tBodyAccJerk-mean()-Y" 0.00489392052706402
"15" "walking_downstairs" "tBodyAccJerk-mean()-Z" -0.00440993190077744
"15" "walking_downstairs" "tBodyGyro-mean()-X" -0.0281278780610671
"15" "walking_downstairs" "tBodyGyro-mean()-Y" -0.075878845519878
"15" "walking_downstairs" "tBodyGyro-mean()-Z" 0.0906658516
"15" "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.0960910108539634
"15" "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0441270690182012
"15" "walking_downstairs" "tBodyGyroJerk-mean()-Z" -0.0555645456881098
"15" "walking_downstairs" "tBodyAccMag-mean()" -0.527285352000488
"15" "walking_downstairs" "tGravityAccMag-mean()" -0.527285352000488
"15" "walking_downstairs" "tBodyAccJerkMag-mean()" -0.654799694757531
"15" "walking_downstairs" "tBodyGyroMag-mean()" -0.617721779796037
"15" "walking_downstairs" "tBodyGyroJerkMag-mean()" -0.805282669512195
"15" "walking_downstairs" "fBodyAcc-mean()-X" -0.583772317445122
"15" "walking_downstairs" "fBodyAcc-mean()-Y" -0.507735205778384
"15" "walking_downstairs" "fBodyAcc-mean()-Z" -0.741745724698171
"15" "walking_downstairs" "fBodyAcc-meanFreq()-X" -0.218637119967988
"15" "walking_downstairs" "fBodyAcc-meanFreq()-Y" 0.0505085375937378
"15" "walking_downstairs" "fBodyAcc-meanFreq()-Z" 0.0424519595017988
"15" "walking_downstairs" "fBodyAccJerk-mean()-X" -0.643469519361585
"15" "walking_downstairs" "fBodyAccJerk-mean()-Y" -0.609408057377744
"15" "walking_downstairs" "fBodyAccJerk-mean()-Z" -0.805543465588415
"15" "walking_downstairs" "fBodyAccJerk-meanFreq()-X" -0.0490273566650701
"15" "walking_downstairs" "fBodyAccJerk-meanFreq()-Y" -0.197408729697561
"15" "walking_downstairs" "fBodyAccJerk-meanFreq()-Z" -0.0737834470521341
"15" "walking_downstairs" "fBodyGyro-mean()-X" -0.664354428856402
"15" "walking_downstairs" "fBodyGyro-mean()-Y" -0.760711411006098
"15" "walking_downstairs" "fBodyGyro-mean()-Z" -0.711194539920732
"15" "walking_downstairs" "fBodyGyro-meanFreq()-X" -0.143256673841646
"15" "walking_downstairs" "fBodyGyro-meanFreq()-Y" -0.222137469043902
"15" "walking_downstairs" "fBodyGyro-meanFreq()-Z" -0.0579760577340244
"15" "walking_downstairs" "fBodyAccMag-mean()" -0.562948391223628
"15" "walking_downstairs" "fBodyAccMag-meanFreq()" 0.0614279187379573
"15" "walking_downstairs" "fBodyBodyAccJerkMag-mean()" -0.614817605125915
"15" "walking_downstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.1584042182
"15" "walking_downstairs" "fBodyBodyGyroMag-mean()" -0.732394493841463
"15" "walking_downstairs" "fBodyBodyGyroMag-meanFreq()" -0.149680864646374
"15" "walking_downstairs" "fBodyBodyGyroJerkMag-mean()" -0.83680189402439
"15" "walking_downstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.0955564233589329
"16" "walking_downstairs" "tBodyAcc-std()-X" -0.668161498298634
"16" "walking_downstairs" "tBodyAcc-std()-Y" -0.649947067892896
"16" "walking_downstairs" "tBodyAcc-std()-Z" -0.603819902386066
"16" "walking_downstairs" "tGravityAcc-std()-X" -0.971156432131148
"16" "walking_downstairs" "tGravityAcc-std()-Y" -0.964727519945355
"16" "walking_downstairs" "tGravityAcc-std()-Z" -0.945294028639344
"16" "walking_downstairs" "tBodyAccJerk-std()-X" -0.72786174352459
"16" "walking_downstairs" "tBodyAccJerk-std()-Y" -0.735080198043716
"16" "walking_downstairs" "tBodyAccJerk-std()-Z" -0.767873049380055
"16" "walking_downstairs" "tBodyGyro-std()-X" -0.799534450491803
"16" "walking_downstairs" "tBodyGyro-std()-Y" -0.810124133715847
"16" "walking_downstairs" "tBodyGyro-std()-Z" -0.737629967961749
"16" "walking_downstairs" "tBodyGyroJerk-std()-X" -0.858298719153005
"16" "walking_downstairs" "tBodyGyroJerk-std()-Y" -0.86957312057377
"16" "walking_downstairs" "tBodyGyroJerk-std()-Z" -0.837039926065574
"16" "walking_downstairs" "tBodyAccMag-std()" -0.661719690491803
"16" "walking_downstairs" "tGravityAccMag-std()" -0.661719690491803
"16" "walking_downstairs" "tBodyAccJerkMag-std()" -0.719647028238525
"16" "walking_downstairs" "tBodyGyroMag-std()" -0.78482286579235
"16" "walking_downstairs" "tBodyGyroJerkMag-std()" -0.87480016568306
"16" "walking_downstairs" "fBodyAcc-std()-X" -0.656969045058415
"16" "walking_downstairs" "fBodyAcc-std()-Y" -0.661844530506831
"16" "walking_downstairs" "fBodyAcc-std()-Z" -0.605646725307104
"16" "walking_downstairs" "fBodyAccJerk-std()-X" -0.73477673661306
"16" "walking_downstairs" "fBodyAccJerk-std()-Y" -0.738434398105465
"16" "walking_downstairs" "fBodyAccJerk-std()-Z" -0.782089515344262
"16" "walking_downstairs" "fBodyGyro-std()-X" -0.804991831502732
"16" "walking_downstairs" "fBodyGyro-std()-Y" -0.809421448142077
"16" "walking_downstairs" "fBodyGyro-std()-Z" -0.756993640724044
"16" "walking_downstairs" "fBodyAccMag-std()" -0.712680990765301
"16" "walking_downstairs" "fBodyBodyAccJerkMag-std()" -0.729869398769672
"16" "walking_downstairs" "fBodyBodyGyroMag-std()" -0.802078223409836
"16" "walking_downstairs" "fBodyBodyGyroJerkMag-std()" -0.886533212213115
"16" "walking_downstairs" "tBodyAcc-mean()-X" 0.277887440374317
"16" "walking_downstairs" "tBodyAcc-mean()-Y" -0.0158567888309016
"16" "walking_downstairs" "tBodyAcc-mean()-Z" -0.107263924445355
"16" "walking_downstairs" "tGravityAcc-mean()-X" 0.700906130308743
"16" "walking_downstairs" "tGravityAcc-mean()-Y" -0.0605235993797814
"16" "walking_downstairs" "tGravityAcc-mean()-Z" 0.0402075536234973
"16" "walking_downstairs" "tBodyAccJerk-mean()-X" 0.0775488885374317
"16" "walking_downstairs" "tBodyAccJerk-mean()-Y" 0.00884018328270219
"16" "walking_downstairs" "tBodyAccJerk-mean()-Z" -0.00143730005564208
"16" "walking_downstairs" "tBodyGyro-mean()-X" -0.0122341446725137
"16" "walking_downstairs" "tBodyGyro-mean()-Y" -0.0724444803980874
"16" "walking_downstairs" "tBodyGyro-mean()-Z" 0.0730144651530055
"16" "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.107361614801257
"16" "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0416615668939617
"16" "walking_downstairs" "tBodyGyroJerk-mean()-Z" -0.0539470410873497
"16" "walking_downstairs" "tBodyAccMag-mean()" -0.616131116889044
"16" "walking_downstairs" "tGravityAccMag-mean()" -0.616131116889044
"16" "walking_downstairs" "tBodyAccJerkMag-mean()" -0.725246870486339
"16" "walking_downstairs" "tBodyGyroMag-mean()" -0.718168775628415
"16" "walking_downstairs" "tBodyGyroJerkMag-mean()" -0.860446372459016
"16" "walking_downstairs" "fBodyAcc-mean()-X" -0.700885147341803
"16" "walking_downstairs" "fBodyAcc-mean()-Y" -0.671572147098798
"16" "walking_downstairs" "fBodyAcc-mean()-Z" -0.660989948160437
"16" "walking_downstairs" "fBodyAcc-meanFreq()-X" -0.238570460241803
"16" "walking_downstairs" "fBodyAcc-meanFreq()-Y" -0.0276434719766667
"16" "walking_downstairs" "fBodyAcc-meanFreq()-Z" 0.0278234635724863
"16" "walking_downstairs" "fBodyAccJerk-mean()-X" -0.744662041612022
"16" "walking_downstairs" "fBodyAccJerk-mean()-Y" -0.748627001551913
"16" "walking_downstairs" "fBodyAccJerk-mean()-Z" -0.752302172079235
"16" "walking_downstairs" "fBodyAccJerk-meanFreq()-X" -0.0318889109278689
"16" "walking_downstairs" "fBodyAccJerk-meanFreq()-Y" -0.194511969031749
"16" "walking_downstairs" "fBodyAccJerk-meanFreq()-Z" -0.170592442202459
"16" "walking_downstairs" "fBodyGyro-mean()-X" -0.789780147036612
"16" "walking_downstairs" "fBodyGyro-mean()-Y" -0.815962130027322
"16" "walking_downstairs" "fBodyGyro-mean()-Z" -0.756286641721311
"16" "walking_downstairs" "fBodyGyro-meanFreq()-X" -0.137899091231284
"16" "walking_downstairs" "fBodyGyro-meanFreq()-Y" -0.158018408842896
"16" "walking_downstairs" "fBodyGyro-meanFreq()-Z" -0.0538946293731967
"16" "walking_downstairs" "fBodyAccMag-mean()" -0.666962508246721
"16" "walking_downstairs" "fBodyAccMag-meanFreq()" 0.0558668214710383
"16" "walking_downstairs" "fBodyBodyAccJerkMag-mean()" -0.713167613706148
"16" "walking_downstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.221683632275519
"16" "walking_downstairs" "fBodyBodyGyroMag-mean()" -0.81712881920765
"16" "walking_downstairs" "fBodyBodyGyroMag-meanFreq()" -0.0501221341519126
"16" "walking_downstairs" "fBodyBodyGyroJerkMag-mean()" -0.87277228273224
"16" "walking_downstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.153211239562049
"17" "sitting" "tBodyAcc-std()-X" -0.550867932263844
"17" "sitting" "tBodyAcc-std()-Y" -0.507275258134
"17" "sitting" "tBodyAcc-std()-Z" -0.613217322774375
"17" "sitting" "tGravityAcc-std()-X" -0.9695361643125
"17" "sitting" "tGravityAcc-std()-Y" -0.9570481696875
"17" "sitting" "tGravityAcc-std()-Z" -0.94542101409375
"17" "sitting" "tBodyAccJerk-std()-X" -0.635949363671875
"17" "sitting" "tBodyAccJerk-std()-Y" -0.6209185283575
"17" "sitting" "tBodyAccJerk-std()-Z" -0.78668123990625
"17" "sitting" "tBodyGyro-std()-X" -0.7250048879375
"17" "sitting" "tBodyGyro-std()-Y" -0.73173270325
"17" "sitting" "tBodyGyro-std()-Z" -0.681002221107187
"17" "sitting" "tBodyGyroJerk-std()-X" -0.75779255871875
"17" "sitting" "tBodyGyroJerk-std()-Y" -0.80093311453125
"17" "sitting" "tBodyGyroJerk-std()-Z" -0.7804575046875
"17" "sitting" "tBodyAccMag-std()" -0.585287408546562
"17" "sitting" "tGravityAccMag-std()" -0.585287408546562
"17" "sitting" "tBodyAccJerkMag-std()" -0.649316139213437
"17" "sitting" "tBodyGyroMag-std()" -0.71559290114375
"17" "sitting" "tBodyGyroJerkMag-std()" -0.80013424171875
"17" "sitting" "fBodyAcc-std()-X" -0.533671600249375
"17" "sitting" "fBodyAcc-std()-Y" -0.519062339910625
"17" "sitting" "fBodyAcc-std()-Z" -0.609007944529688
"17" "sitting" "fBodyAccJerk-std()-X" -0.628899885682187
"17" "sitting" "fBodyAccJerk-std()-Y" -0.614345425693125
"17" "sitting" "fBodyAccJerk-std()-Z" -0.79753323615625
"17" "sitting" "fBodyGyro-std()-X" -0.737661758785625
"17" "sitting" "fBodyGyro-std()-Y" -0.72779753184375
"17" "sitting" "fBodyGyro-std()-Z" -0.708869113253125
"17" "sitting" "fBodyAccMag-std()" -0.644502428118125
"17" "sitting" "fBodyBodyAccJerkMag-std()" -0.647886818483125
"17" "sitting" "fBodyBodyGyroMag-std()" -0.7525235544375
"17" "sitting" "fBodyBodyGyroJerkMag-std()" -0.8098826564375
"17" "sitting" "tBodyAcc-mean()-X" 0.27344147274375
"17" "sitting" "tBodyAcc-mean()-Y" -0.0180888559772812
"17" "sitting" "tBodyAcc-mean()-Z" -0.109111919458969
"17" "sitting" "tGravityAcc-mean()-X" 0.668613344125
"17" "sitting" "tGravityAcc-mean()-Y" 0.01046225616875
"17" "sitting" "tGravityAcc-mean()-Z" 0.0223722077328125
"17" "sitting" "tBodyAccJerk-mean()-X" 0.08251105141625
"17" "sitting" "tBodyAccJerk-mean()-Y" 0.00885228208375
"17" "sitting" "tBodyAccJerk-mean()-Z" 0.003826532875875
"17" "sitting" "tBodyGyro-mean()-X" -0.01284166884445
"17" "sitting" "tBodyGyro-mean()-Y" -0.0833880991568063
"17" "sitting" "tBodyGyro-mean()-Z" 0.0745157818036563
"17" "sitting" "tBodyGyroJerk-mean()-X" -0.109084058157187
"17" "sitting" "tBodyGyroJerk-mean()-Y" -0.0390296211270938
"17" "sitting" "tBodyGyroJerk-mean()-Z" -0.0504091215649062
"17" "sitting" "tBodyAccMag-mean()" -0.506906000020438
"17" "sitting" "tGravityAccMag-mean()" -0.506906000020438
"17" "sitting" "tBodyAccJerkMag-mean()" -0.652073857695312
"17" "sitting" "tBodyGyroMag-mean()" -0.630693906651719
"17" "sitting" "tBodyGyroJerkMag-mean()" -0.78281769309375
"17" "sitting" "fBodyAcc-mean()-X" -0.600723904619781
"17" "sitting" "fBodyAcc-mean()-Y" -0.545947390043031
"17" "sitting" "fBodyAcc-mean()-Z" -0.67938986181875
"17" "sitting" "fBodyAcc-meanFreq()-X" -0.256068433214375
"17" "sitting" "fBodyAcc-meanFreq()-Y" -0.00441841828840625
"17" "sitting" "fBodyAcc-meanFreq()-Z" -0.015670789182375
"17" "sitting" "fBodyAccJerk-mean()-X" -0.675134742364062
"17" "sitting" "fBodyAccJerk-mean()-Y" -0.65093749483125
"17" "sitting" "fBodyAccJerk-mean()-Z" -0.7744940495625
"17" "sitting" "fBodyAccJerk-meanFreq()-X" -0.130540964169687
"17" "sitting" "fBodyAccJerk-meanFreq()-Y" -0.199136237109531
"17" "sitting" "fBodyAccJerk-meanFreq()-Z" -0.201957867699437
"17" "sitting" "fBodyGyro-mean()-X" -0.690246842451563
"17" "sitting" "fBodyGyro-mean()-Y" -0.7428462089375
"17" "sitting" "fBodyGyro-mean()-Z" -0.68792205428125
"17" "sitting" "fBodyGyro-meanFreq()-X" -0.0794198509303437
"17" "sitting" "fBodyGyro-meanFreq()-Y" -0.109006734705156
"17" "sitting" "fBodyGyro-meanFreq()-Z" -0.0471110402193125
"17" "sitting" "fBodyAccMag-mean()" -0.595908048050938
"17" "sitting" "fBodyAccMag-meanFreq()" 0.0192196091749063
"17" "sitting" "fBodyBodyAccJerkMag-mean()" -0.653531400748438
"17" "sitting" "fBodyBodyAccJerkMag-meanFreq()" 0.188333227357
"17" "sitting" "fBodyBodyGyroMag-mean()" -0.73703546740625
"17" "sitting" "fBodyBodyGyroMag-meanFreq()" 0.0134249214915938
"17" "sitting" "fBodyBodyGyroJerkMag-mean()" -0.8045235876875
"17" "sitting" "fBodyBodyGyroJerkMag-meanFreq()" 0.217874558042187
"17" "walking_downstairs" "tBodyAcc-std()-X" -0.992370654583333
"17" "walking_downstairs" "tBodyAcc-std()-Y" -0.965205728333333
"17" "walking_downstairs" "tBodyAcc-std()-Z" -0.976352307916667
"17" "walking_downstairs" "tGravityAcc-std()-X" -0.986674910208333
"17" "walking_downstairs" "tGravityAcc-std()-Y" -0.970555891666667
"17" "walking_downstairs" "tGravityAcc-std()-Z" -0.973160545416667
"17" "walking_downstairs" "tBodyAccJerk-std()-X" -0.993627979375
"17" "walking_downstairs" "tBodyAccJerk-std()-Y" -0.987195772291667
"17" "walking_downstairs" "tBodyAccJerk-std()-Z" -0.991061698958333
"17" "walking_downstairs" "tBodyGyro-std()-X" -0.985719333333333
"17" "walking_downstairs" "tBodyGyro-std()-Y" -0.985762623125
"17" "walking_downstairs" "tBodyGyro-std()-Z" -0.985666489166667
"17" "walking_downstairs" "tBodyGyroJerk-std()-X" -0.992357467708333
"17" "walking_downstairs" "tBodyGyroJerk-std()-Y" -0.993025651041667
"17" "walking_downstairs" "tBodyGyroJerk-std()-Z" -0.993543291041667
"17" "walking_downstairs" "tBodyAccMag-std()" -0.97465493875
"17" "walking_downstairs" "tGravityAccMag-std()" -0.97465493875
"17" "walking_downstairs" "tBodyAccJerkMag-std()" -0.991481431666667
"17" "walking_downstairs" "tBodyGyroMag-std()" -0.980494326458333
"17" "walking_downstairs" "tBodyGyroJerkMag-std()" -0.99273415625
"17" "walking_downstairs" "fBodyAcc-std()-X" -0.992433994583333
"17" "walking_downstairs" "fBodyAcc-std()-Y" -0.962714830416667
"17" "walking_downstairs" "fBodyAcc-std()-Z" -0.974056181875
"17" "walking_downstairs" "fBodyAccJerk-std()-X" -0.994178642291667
"17" "walking_downstairs" "fBodyAccJerk-std()-Y" -0.988578176875
"17" "walking_downstairs" "fBodyAccJerk-std()-Z" -0.991258490416667
"17" "walking_downstairs" "fBodyGyro-std()-X" -0.986027005208333
"17" "walking_downstairs" "fBodyGyro-std()-Y" -0.984919989375
"17" "walking_downstairs" "fBodyGyro-std()-Z" -0.986650575625
"17" "walking_downstairs" "fBodyAccMag-std()" -0.974433710625
"17" "walking_downstairs" "fBodyBodyAccJerkMag-std()" -0.990655515625
"17" "walking_downstairs" "fBodyBodyGyroMag-std()" -0.98029209625
"17" "walking_downstairs" "fBodyBodyGyroJerkMag-std()" -0.992490134583333
"17" "walking_downstairs" "tBodyAcc-mean()-X" 0.277950050208333
"17" "walking_downstairs" "tBodyAcc-mean()-Y" -0.0138932613754167
"17" "walking_downstairs" "tBodyAcc-mean()-Z" -0.109786077604167
"17" "walking_downstairs" "tGravityAcc-mean()-X" 0.901097859791667
"17" "walking_downstairs" "tGravityAcc-mean()-Y" -0.17504772675
"17" "walking_downstairs" "tGravityAcc-mean()-Z" -0.284880580416667
"17" "walking_downstairs" "tBodyAccJerk-mean()-X" 0.0740394237708333
"17" "walking_downstairs" "tBodyAccJerk-mean()-Y" 0.00607092773104167
"17" "walking_downstairs" "tBodyAccJerk-mean()-Z" -0.00478813832875
"17" "walking_downstairs" "tBodyGyro-mean()-X" -0.026848276775
"17" "walking_downstairs" "tBodyGyro-mean()-Y" -0.07819643980625
"17" "walking_downstairs" "tBodyGyro-mean()-Z" 0.0937536148541667
"17" "walking_downstairs" "tBodyGyroJerk-mean()-X" -0.099654922875
"17" "walking_downstairs" "tBodyGyroJerk-mean()-Y" -0.0401207685420833
"17" "walking_downstairs" "tBodyGyroJerk-mean()-Z" -0.0537865145708333
"17" "walking_downstairs" "tBodyAccMag-mean()" -0.97810887125
"17" "walking_downstairs" "tGravityAccMag-mean()" -0.97810887125
"17" "walking_downstairs" "tBodyAccJerkMag-mean()" -0.992407460833333
"17" "walking_downstairs" "tBodyGyroMag-mean()" -0.979459900833333
"17" "walking_downstairs" "tBodyGyroJerkMag-mean()" -0.994575164583333
"17" "walking_downstairs" "fBodyAcc-mean()-X" -0.992157217708333
"17" "walking_downstairs" "fBodyAcc-mean()-Y" -0.973701284375
"17" "walking_downstairs" "fBodyAcc-mean()-Z" -0.982664512083333
"17" "walking_downstairs" "fBodyAcc-meanFreq()-X" -0.02778538428125
"17" "walking_downstairs" "fBodyAcc-meanFreq()-Y" 0.0700889126375
"17" "walking_downstairs" "fBodyAcc-meanFreq()-Z" 0.162404006166667
"17" "walking_downstairs" "fBodyAccJerk-mean()-X" -0.993660824583333
"17" "walking_downstairs" "fBodyAccJerk-mean()-Y" -0.9868704575
"17" "walking_downstairs" "fBodyAccJerk-mean()-Z" -0.989427028125
"17" "walking_downstairs" "fBodyAccJerk-meanFreq()-X" 0.25766061329375
"17" "walking_downstairs" "fBodyAccJerk-meanFreq()-Y" 0.088375064625625
"17" "walking_downstairs" "fBodyAccJerk-meanFreq()-Z" 0.101435515354167
"17" "walking_downstairs" "fBodyGyro-mean()-X" -0.985134202708333
"17" "walking_downstairs" "fBodyGyro-mean()-Y" -0.987405592708333
"17" "walking_downstairs" "fBodyGyro-mean()-Z" -0.986429749791667
"17" "walking_downstairs" "fBodyGyro-meanFreq()-X" -0.0923221393895833
"17" "walking_downstairs" "fBodyGyro-meanFreq()-Y" -0.0919220529166667
"17" "walking_downstairs" "fBodyGyro-meanFreq()-Z" 0.0666974241166667
"17" "walking_downstairs" "fBodyAccMag-mean()" -0.981396533333333
"17" "walking_downstairs" "fBodyAccMag-meanFreq()" 0.144284652020833
"17" "walking_downstairs" "fBodyBodyAccJerkMag-mean()" -0.991203280625
"17" "walking_downstairs" "fBodyBodyAccJerkMag-meanFreq()" 0.403466797916667
"17" "walking_downstairs" "fBodyBodyGyroMag-mean()" -0.985919111875
"17" "walking_downstairs" "fBodyBodyGyroMag-meanFreq()" -0.0520602959791667
"17" "walking_downstairs" "fBodyBodyGyroJerkMag-mean()" -0.993130339166667
"17" "walking_downstairs" "fBodyBodyGyroJerkMag-meanFreq()" 0.332245723416667
"18" "sitting" "tBodyAcc-std()-X" -0.991705206333333
"18" "sitting" "tBodyAcc-std()-Y" -0.939095257
"18" "sitting" "tBodyAcc-std()-Z" -0.950753017666667
"18" "sitting" "tGravityAcc-std()-X" -0.995679798333333
"18" "sitting" "tGravityAcc-std()-Y" -0.97557713
"18" "sitting" "tGravityAcc-std()-Z" -0.973759297333333
"18" "sitting" "tBodyAccJerk-std()-X" -0.989808125333333
"18" "sitting" "tBodyAccJerk-std()-Y" -0.968781037
"18" "sitting" "tBodyAccJerk-std()-Z" -0.989064151666667
"18" "sitting" "tBodyGyro-std()-X" -0.950461505666667
"18" "sitting" "tBodyGyro-std()-Y" -0.977660980333333
"18" "sitting" "tBodyGyro-std()-Z" -0.962330311666667
"18" "sitting" "tBodyGyroJerk-std()-X" -0.976198165666667
"18" "sitting" "tBodyGyroJerk-std()-Y" -0.991806091
"18" "sitting" "tBodyGyroJerk-std()-Z" -0.982765702666667
"18" "sitting" "tBodyAccMag-std()" -0.964222192
"18" "sitting" "tGravityAccMag-std()" -0.964222192
"18" "sitting" "tBodyAccJerkMag-std()" -0.983733639666667
"18" "sitting" "tBodyGyroMag-std()" -0.947942481333333
"18" "sitting" "tBodyGyroJerkMag-std()" -0.986354497333333
"18" "sitting" "fBodyAcc-std()-X" -0.992469808333333
"18" "sitting" "fBodyAcc-std()-Y" -0.937087901
"18" "sitting" "fBodyAcc-std()-Z" -0.943508302333333
"18" "sitting" "fBodyAccJerk-std()-X" -0.990952901666667
"18" "sitting" "fBodyAccJerk-std()-Y" -0.970764276333333
"18" "sitting" "fBodyAccJerk-std()-Z" -0.990011026
"18" "sitting" "fBodyGyro-std()-X" -0.950392071666667
"18" "sitting" "fBodyGyro-std()-Y" -0.975029833666667
"18" "sitting" "fBodyGyro-std()-Z" -0.964431652333333
"18" "sitting" "fBodyAccMag-std()" -0.965101664666667
"18" "sitting" "fBodyBodyAccJerkMag-std()" -0.984285595333333
"18" "sitting" "fBodyBodyGyroMag-std()" -0.946838238333333
"18" "sitting" "fBodyBodyGyroJerkMag-std()" -0.985681788333333
"18" "sitting" "tBodyAcc-mean()-X" 0.27795824
"18" "sitting" "tBodyAcc-mean()-Y" -0.01729741093
"18" "sitting" "tBodyAcc-mean()-Z" -0.110021546
"18" "sitting" "tGravityAcc-mean()-X" 0.962581161666667
"18" "sitting" "tGravityAcc-mean()-Y" -0.180018835666667
"18" "sitting" "tGravityAcc-mean()-Z" 0.0783976787
"18" "sitting" "tBodyAccJerk-mean()-X" 0.0756560724
"18" "sitting" "tBodyAccJerk-mean()-Y" 0.01212352927
"18" "sitting" "tBodyAccJerk-mean()-Z" 0.000426343527333334
"18" "sitting" "tBodyGyro-mean()-X" -0.0259236282933333
"18" "sitting" "tBodyGyro-mean()-Y" -0.0744458279666667
"18" "sitting" "tBodyGyro-mean()-Z" 0.0854533145
"18" "sitting" "tBodyGyroJerk-mean()-X" -0.0981970214
"18" "sitting" "tBodyGyroJerk-mean()-Y" -0.0397930495333333
"18" "sitting" "tBodyGyroJerk-mean()-Z" -0.053319608
"18" "sitting" "tBodyAccMag-mean()" -0.963685834333333
"18" "sitting" "tGravityAccMag-mean()" -0.963685834333333
"18" "sitting" "tBodyAccJerkMag-mean()" -0.984336614
"18" "sitting" "tBodyGyroMag-mean()" -0.951887812
"18" "sitting" "tBodyGyroJerkMag-mean()" -0.986611885
"18" "sitting" "fBodyAcc-mean()-X" -0.990052909
"18" "sitting" "fBodyAcc-mean()-Y" -0.949811015333333
"18" "sitting" "fBodyAcc-mean()-Z" -0.972738081666667
"18" "sitting" "fBodyAcc-meanFreq()-X" -0.0377801750666667
"18" "sitting" "fBodyAcc-meanFreq()-Y" -0.0957290482
"18" "sitting" "fBodyAcc-meanFreq()-Z" -0.109919200726667
"18" "sitting" "fBodyAccJerk-mean()-X" -0.989649728
"18" "sitting" "fBodyAccJerk-mean()-Y" -0.969070922
"18" "sitting" "fBodyAccJerk-mean()-Z" -0.986778406666667
"18" "sitting" "fBodyAccJerk-meanFreq()-X" 0.147190851333333
"18" "sitting" "fBodyAccJerk-meanFreq()-Y" -0.195180123733333
"18" "sitting" "fBodyAccJerk-meanFreq()-Z" -0.0223105555233333
"18" "sitting" "fBodyGyro-mean()-X" -0.953668505666667
"18" "sitting" "fBodyGyro-mean()-Y" -0.982765614333333
"18" "sitting" "fBodyGyro-mean()-Z" -0.966466455666667
"18" "sitting" "fBodyGyro-meanFreq()-X" -0.307039569766667
"18" "sitting" "fBodyGyro-meanFreq()-Y" -0.375759986466667
"18" "sitting" "fBodyGyro-meanFreq()-Z" -0.229835580015667
"18" "sitting" "fBodyAccMag-mean()" -0.97137329
"18" "sitting" "fBodyAccMag-meanFreq()" -0.04220509081
"18" "sitting" "fBodyBodyAccJerkMag-mean()" -0.982538887333333
"18" "sitting" "fBodyBodyAccJerkMag-meanFreq()" 0.364297106066667
"18" "sitting" "fBodyBodyGyroMag-mean()" -0.964628023666667
"18" "sitting" "fBodyBodyGyroMag-meanFreq()" -0.314646109333333
"18" "sitting" "fBodyBodyGyroJerkMag-mean()" -0.987332531
"18" "sitting" "fBodyBodyGyroJerkMag-meanFreq()" -0.00802004774666666
"18" "standing" "tBodyAcc-std()-X" -0.667932305209581
"18" "standing" "tBodyAcc-std()-Y" -0.599095553763473
"18" "standing" "tBodyAcc-std()-Z" -0.679216670329341
"18" "standing" "tGravityAcc-std()-X" -0.978742766586826
"18" "standing" "tGravityAcc-std()-Y" -0.968999955598802
"18" "standing" "tGravityAcc-std()-Z" -0.958147490299401
"18" "standing" "tBodyAccJerk-std()-X" -0.711725557065868
"18" "standing" "tBodyAccJerk-std()-Y" -0.711788469131737
"18" "standing" "tBodyAccJerk-std()-Z" -0.834520665329341
"18" "standing" "tBodyGyro-std()-X" -0.791426443721557
"18" "standing" "tBodyGyro-std()-Y" -0.759370761556886
"18" "standing" "tBodyGyro-std()-Z" -0.72614680991018
"18" "standing" "tBodyGyroJerk-std()-X" -0.830920002934132
"18" "standing" "tBodyGyroJerk-std()-Y" -0.874371824640719
"18" "standing" "tBodyGyroJerk-std()-Z" -0.825666964760479
"18" "standing" "tBodyAccMag-std()" -0.665011683643713
